Date,Region,Category,Product,Quantity,Price,Sales,Profit
2024-05-27,South,Stationery,Files,4,10066,40264,13739.08
2024-05-28,East,Furniture,Table,6,11553,69318,8553.6
2024-05-28,South,Electronics,Headphones,8,1841,14728,3683.15
2024-05-28,East,Groceries,Beverages,8,17353,138824,32007.88
2024-05-28,East,Electronics,Headphones,5,6250,31250,6784.82
2024-05-29,West,Groceries,Rice,6,14741,88446,25245.22
2024-05-29,North,Electronics,Smartwatch,6,10940,65640,11188.29
2024-05-30,North,Furniture,Table,9,11896,107064,10013.87
2024-05-30,East,Groceries,Snacks,9,15092,135828,10162.72
2024-05-31,South,Furniture,Table,8,9198,73584,14391.56
2024-05-31,South,Stationery,Marker,1,16854,16854,3180.64
2024-05-31,North,Groceries,Oil,3,19998,59994,4481.84
2024-05-31,East,Clothing,Jacket,4,887,3548,514.71
2024-06-01,West,Stationery,Notebook,2,12832,25664,3716.75
2024-06-02,West,Clothing,Shirt,6,4932,29592,2994.13
2024-06-02,West,Groceries,Beverages,1,17318,17318,2191.93
2024-06-03,South,Furniture,Table,1,8296,8296,754.82
2024-06-03,West,Electronics,Smartwatch,4,7435,29740,3066.93
2024-06-03,West,Electronics,Headphones,1,14063,14063,1300.62
2024-06-04,North,Groceries,Snacks,4,16201,64804,5630.9
2024-06-04,North,Furniture,Table,3,19086,57258,12988.48
2024-06-04,North,Stationery,Pen,6,1144,6864,731.61
2024-06-04,North,Groceries,Snacks,7,16943,118601,37584.14
2024-06-04,West,Furniture,Bookshelf,1,9995,9995,1727.82
2024-06-05,North,Electronics,Laptop,5,17534,87670,8147.91
2024-06-05,West,Clothing,Shoes,2,14198,28396,7216.84
2024-06-05,North,Groceries,Snacks,1,5938,5938,778.58
2024-06-06,South,Electronics,Headphones,3,15387,46161,12034.06
2024-06-06,North,Groceries,Snacks,4,9313,37252,8460.46
2024-06-07,East,Groceries,Beverages,1,3590,3590,262.49
2024-06-07,West,Groceries,Rice,4,8063,32252,6472.54
2024-06-07,North,Stationery,Notebook,9,3520,31680,7251.68
2024-06-07,South,Electronics,Smartwatch,5,4450,22250,7681.8
2024-06-08,West,Clothing,Shoes,1,12204,12204,4166.03
2024-06-08,South,Furniture,Table,4,8444,33776,9835.15
2024-06-09,East,Stationery,Pen,7,16689,116823,31253.52
2024-06-09,South,Clothing,Shoes,9,769,6921,2277.04
2024-06-10,North,Stationery,Files,8,7438,59504,17364.99
2024-06-10,South,Electronics,Mobile,3,4501,13503,2168.16
2024-06-10,North,Clothing,Jacket,1,9502,9502,1635.21
2024-06-12,South,Groceries,Beverages,2,8579,17158,1410.53
2024-06-12,South,Electronics,Headphones,3,18876,56628,18629.63
2024-06-12,West,Stationery,Notebook,7,8278,57946,18805.04
2024-06-12,North,Stationery,Files,8,14843,118744,24183.93
2024-06-12,West,Furniture,Table,2,7308,14616,4358.59
2024-06-13,West,Stationery,Files,5,2860,14300,3044.58
2024-06-13,East,Electronics,Headphones,1,11895,11895,3552.0
2024-06-13,West,Stationery,Notebook,6,11013,66078,3646.61
2024-06-14,East,Furniture,Sofa,7,1718,12026,4033.84
2024-06-14,North,Clothing,Shirt,1,18627,18627,5289.24
2024-06-14,East,Electronics,Smartwatch,7,19761,138327,42702.81
2024-06-14,East,Stationery,Marker,1,14410,14410,3338.94
2024-06-14,South,Stationery,Notebook,3,11089,33267,4309.21
2024-06-14,West,Clothing,Shoes,2,19373,38746,9406.49
2024-06-15,West,Furniture,Chair,4,9572,38288,6970.96
2024-06-16,North,Clothing,Shirt,5,6626,33130,6449.73
2024-06-16,West,Clothing,Shoes,9,11484,103356,14621.13
2024-06-16,North,Stationery,Files,9,2247,20223,5311.98
2024-06-16,South,Stationery,Files,3,6539,19617,4112.42
2024-06-16,West,Groceries,Oil,3,1445,4335,1212.48
2024-06-16,North,Clothing,Jacket,3,17832,53496,4142.01
2024-06-17,East,Electronics,Headphones,3,11033,33099,10830.72
2024-06-17,North,Furniture,Table,7,12868,90076,7508.97
2024-06-17,West,Electronics,Smartwatch,8,19647,157176,31049.08
2024-06-18,West,Stationery,Files,9,5596,50364,16468.52
2024-06-18,South,Stationery,Pen,9,14980,134820,31116.59
2024-06-18,North,Stationery,Notebook,7,16031,112217,23362.82
2024-06-19,East,Electronics,Laptop,7,4211,29477,6832.12
2024-06-19,North,Stationery,Marker,6,1857,11142,1349.78
2024-06-21,East,Stationery,Marker,2,6891,13782,1295.63
2024-06-21,West,Furniture,Chair,9,15962,143658,45620.31
2024-06-21,West,Clothing,Shirt,1,9423,9423,588.96
2024-06-21,North,Groceries,Snacks,5,10656,53280,13205.29
2024-06-21,East,Groceries,Rice,1,4995,4995,1217.92
2024-06-22,South,Stationery,Files,9,19265,173385,16294.97
2024-06-23,North,Electronics,Mobile,3,2442,7326,1896.91
2024-06-23,North,Electronics,Mobile,6,18108,108648,16573.29
2024-06-23,West,Stationery,Marker,7,12517,87619,24786.29
2024-06-23,North,Furniture,Chair,2,5818,11636,2490.17
2024-06-23,East,Clothing,Jeans,1,18931,18931,2547.75
2024-06-24,South,Electronics,Smartwatch,7,16278,113946,9628.81
2024-06-24,North,Stationery,Files,1,19293,19293,4980.74
2024-06-25,North,Clothing,Jacket,5,16891,84455,21268.25
2024-06-25,East,Clothing,Shirt,6,1512,9072,3090.74
2024-06-26,South,Furniture,Table,9,12134,109206,19098.54
2024-06-26,North,Stationery,Files,9,11198,100782,12715.32
2024-06-27,North,Electronics,Headphones,5,9943,49715,5003.47
2024-06-28,West,Clothing,Jacket,4,13591,54364,16877.9
2024-06-28,North,Groceries,Rice,3,4182,12546,2112.39
2024-06-28,South,Furniture,Bookshelf,7,18026,126182,36073.26
2024-06-28,North,Stationery,Files,1,4580,4580,1026.73
2024-06-29,East,Stationery,Marker,9,6591,59319,9693.28
2024-06-30,East,Furniture,Table,5,19491,97455,4987.31
2024-06-30,West,Furniture,Chair,2,15875,31750,1600.32
2024-06-30,South,Clothing,Jeans,2,9217,18434,1130.18
2024-06-30,East,Stationery,Notebook,5,5561,27805,2278.47
2024-06-30,South,Stationery,Files,4,10067,40268,5959.33
2024-06-30,North,Electronics,Mobile,2,3927,7854,2199.55
2024-07-01,East,Electronics,Mobile,4,17720,70880,16264.66
2024-07-01,West,Furniture,Table,8,1789,14312,1023.78
2024-07-01,West,Stationery,Pen,6,7835,47010,12958.14
2024-07-01,East,Electronics,Laptop,4,18151,72604,12064.69
2024-07-01,South,Electronics,Headphones,4,16101,64404,9774.74
2024-07-02,East,Clothing,Shirt,6,2527,15162,2897.31
2024-07-02,West,Furniture,Table,2,7946,15892,1038.54
2024-07-02,South,Groceries,Rice,6,1082,6492,1225.71
2024-07-04,West,Furniture,Sofa,3,4181,12543,2670.18
2024-07-04,South,Stationery,Files,3,16754,50262,4532.75
2024-07-04,West,Clothing,Jacket,2,4918,9836,2518.66
2024-07-05,South,Furniture,Bookshelf,9,13875,124875,17995.98
2024-07-05,West,Stationery,Marker,2,3836,7672,2305.38
2024-07-06,East,Stationery,Notebook,1,8825,8825,1189.28
2024-07-06,West,Electronics,Headphones,8,13035,104280,5633.29
2024-07-06,South,Stationery,Marker,2,15211,30422,6315.47
2024-07-08,West,Groceries,Rice,4,9838,39352,7498.07
2024-07-08,South,Groceries,Rice,2,13798,27596,2172.32
2024-07-08,North,Electronics,Laptop,9,9674,87066,4534.89
2024-07-08,North,Stationery,Files,7,5844,40908,11125.86
2024-07-09,South,Clothing,Shoes,9,14678,132102,15032.32
2024-07-10,West,Clothing,Jeans,7,2106,14742,2541.25
2024-07-10,North,Electronics,Headphones,7,18560,129920,39263.51
2024-07-10,North,Electronics,Smartwatch,9,6472,58248,17047.15
2024-07-10,West,Groceries,Snacks,4,16680,66720,16782.33
2024-07-11,North,Electronics,Headphones,6,17249,103494,26167.69
2024-07-11,North,Groceries,Oil,4,2610,10440,1358.48
2024-07-12,West,Furniture,Table,1,1142,1142,154.6
2024-07-12,North,Groceries,Beverages,7,444,3108,555.98
2024-07-12,South,Clothing,Shoes,3,6669,20007,6810.35
2024-07-13,South,Stationery,Marker,5,4298,21490,6878.31
2024-07-13,East,Stationery,Pen,2,7698,15396,1552.21
2024-07-13,West,Clothing,Shirt,2,11514,23028,1433.74
2024-07-14,South,Stationery,Notebook,7,3595,25165,3199.37
2024-07-14,North,Furniture,Table,1,13629,13629,4039.32
2024-07-14,East,Clothing,Shoes,3,17310,51930,14456.41
2024-07-15,West,Clothing,Jeans,1,8721,8721,1984.16
2024-07-16,South,Clothing,Shoes,1,11155,11155,1932.97
2024-07-16,West,Groceries,Beverages,6,18709,112254,30776.22
2024-07-17,North,Groceries,Beverages,8,2758,22064,3062.91
2024-07-17,South,Furniture,Chair,9,13905,125145,18088.97
2024-07-17,South,Clothing,Jeans,1,8179,8179,621.06
2024-07-18,North,Electronics,Mobile,9,14049,126441,7817.6
2024-07-19,West,Electronics,Headphones,7,13977,97839,18814.21
2024-07-19,West,Groceries,Oil,5,15006,75030,17849.39
2024-07-20,East,Stationery,Marker,1,13079,13079,3359.67
2024-07-20,East,Groceries,Oil,8,7829,62632,6814.04
2024-07-20,East,Clothing,Jeans,9,9368,84312,28300.72
2024-07-21,North,Stationery,Files,5,510,2550,404.08
2024-07-21,North,Stationery,Notebook,4,12814,51256,16590.36
2024-07-21,East,Groceries,Beverages,7,18033,126231,37662.35
2024-07-22,East,Stationery,Files,8,9783,78264,10955.52
2024-07-22,West,Clothing,Shoes,7,1731,12117,3720.95
2024-07-22,North,Furniture,Table,5,13511,67555,6084.2
2024-07-23,South,Electronics,Headphones,3,16451,49353,16961.85
2024-07-23,North,Groceries,Rice,4,2843,11372,2682.77
2024-07-24,South,Clothing,Jacket,4,3090,12360,3053.15
2024-07-24,West,Electronics,Mobile,4,1963,7852,1708.0
2024-07-25,East,Clothing,Shoes,3,15104,45312,3224.43
2024-07-26,West,Clothing,Shoes,8,15740,125920,17600.41
2024-07-26,South,Stationery,Pen,5,13718,68590,19168.41
2024-07-26,South,Electronics,Laptop,1,16749,16749,3182.44
2024-07-27,East,Electronics,Mobile,3,14471,43413,14321.38
2024-07-27,North,Stationery,Pen,8,11557,92456,16137.61
2024-07-27,North,Furniture,Bookshelf,6,15475,92850,25280.38
2024-07-27,North,Clothing,Shirt,4,13236,52944,11856.17
2024-07-28,North,Electronics,Mobile,3,7599,22797,3458.26
2024-07-28,North,Furniture,Table,3,5285,15855,4902.18
2024-07-28,South,Furniture,Chair,8,19359,154872,34802.88
2024-07-28,West,Electronics,Headphones,8,4767,38136,6168.6
2024-07-28,North,Electronics,Headphones,3,2959,8877,544.47
2024-07-29,East,Clothing,Shoes,5,9164,45820,11367.52
2024-07-29,North,Furniture,Table,1,5598,5598,1876.7
2024-07-30,South,Groceries,Rice,6,9245,55470,12062.03
2024-07-30,South,Groceries,Oil,3,19243,57729,6723.01
2024-07-30,South,Electronics,Mobile,1,13665,13665,1101.2
2024-07-30,North,Stationery,Files,7,14283,99981,17774.75
2024-07-30,South,Groceries,Beverages,4,531,2124,295.38
2024-07-30,North,Stationery,Marker,2,6280,12560,4220.42
2024-07-31,South,Clothing,Jeans,7,19452,136164,20662.8
2024-07-31,South,Stationery,Notebook,3,19178,57534,8898.61
2024-07-31,South,Clothing,Jacket,5,6842,34210,5875.35
2024-07-31,West,Groceries,Beverages,7,4300,30100,5994.18
2024-08-01,West,Clothing,Shoes,2,969,1938,517.29
2024-08-01,North,Electronics,Mobile,6,9121,54726,17633.49
2024-08-02,South,Groceries,Oil,6,10169,61014,17897.32
2024-08-02,West,Furniture,Table,8,3336,26688,8910.57
2024-08-02,North,Stationery,Pen,7,15711,109977,13129.49
2024-08-03,North,Stationery,Pen,3,18424,55272,13137.88
2024-08-04,West,Groceries,Beverages,9,5476,49284,14324.84
2024-08-05,South,Electronics,Smartwatch,4,9189,36756,9168.62
2024-08-05,South,Clothing,Jeans,2,15704,31408,9399.26
2024-08-06,North,Electronics,Laptop,2,12084,24168,7995.85
2024-08-07,South,Stationery,Notebook,7,9457,66199,10310.12
2024-08-07,North,Clothing,Jacket,1,14235,14235,3114.81
2024-08-07,West,Electronics,Headphones,8,812,6496,1752.56
2024-08-07,East,Electronics,Headphones,2,2811,5622,1687.91
2024-08-07,West,Furniture,Bookshelf,6,2214,13284,2456.5
2024-08-08,South,Groceries,Snacks,9,12586,113274,21595.2
2024-08-08,East,Clothing,Shoes,7,7033,49231,17222.99
2024-08-08,East,Groceries,Beverages,1,7644,7644,765.29
2024-08-08,West,Groceries,Beverages,6,19886,119316,31892.6
2024-08-08,East,Clothing,Jacket,9,7549,67941,22006.94
2024-08-09,North,Electronics,Smartwatch,2,2396,4792,1325.05
2024-08-10,West,Clothing,Jacket,6,15448,92688,26911.89
2024-08-10,East,Electronics,Smartwatch,5,4005,20025,1769.83
2024-08-11,West,Groceries,Beverages,8,16265,130120,26037.02
2024-08-11,East,Clothing,Shoes,3,8507,25521,4865.25
2024-08-11,North,Stationery,Notebook,1,1452,1452,294.82
2024-08-11,South,Clothing,Shirt,8,18872,150976,12503.83
2024-08-12,West,Electronics,Smartwatch,6,13103,78618,5480.34
2024-08-12,West,Furniture,Table,7,17295,121065,15338.92
2024-08-13,North,Furniture,Table,2,7345,14690,4494.43
2024-08-13,South,Clothing,Shirt,3,3294,9882,3227.61
2024-08-13,East,Stationery,Files,4,11293,45172,12825.58
2024-08-14,West,Groceries,Oil,8,14619,116952,35733.18
2024-08-14,East,Furniture,Bookshelf,7,12171,85197,14896.15
2024-08-14,North,Clothing,Shirt,7,11524,80668,11789.31
2024-08-14,East,Furniture,Bookshelf,4,10285,41140,5383.05
2024-08-14,East,Furniture,Sofa,8,5053,40424,3658.39
2024-08-14,West,Clothing,Jacket,1,12591,12591,4154.55
2024-08-14,North,Electronics,Laptop,4,16213,64852,20822.83
2024-08-14,North,Clothing,Shoes,2,6390,12780,3052.11
2024-08-14,West,Electronics,Laptop,6,10836,65016,5847.77
2024-08-15,South,Groceries,Oil,2,6201,12402,1326.55
2024-08-15,East,Groceries,Oil,3,14530,43590,13288.86
2024-08-15,South,Clothing,Shirt,8,2654,21232,3523.71
2024-08-15,North,Stationery,Pen,6,471,2826,984.39
2024-08-16,North,Clothing,Jacket,1,13590,13590,3831.77
2024-08-16,South,Electronics,Smartwatch,7,12306,86142,17447.52
2024-08-16,West,Groceries,Rice,5,6112,30560,6164.93
2024-08-16,South,Stationery,Pen,7,7131,49917,9924.63
2024-08-17,South,Groceries,Rice,9,4152,37368,2533.28
2024-08-17,North,Furniture,Bookshelf,9,2224,20016,1451.9
2024-08-18,North,Stationery,Marker,1,15792,15792,1828.43
2024-08-18,East,Stationery,Marker,4,16398,65592,8981.21
2024-08-19,South,Groceries,Beverages,8,11572,92576,20828.01
2024-08-19,South,Stationery,Files,5,1274,6370,1377.77
2024-08-20,West,Furniture,Sofa,5,5284,26420,7573.08
2024-08-20,East,Electronics,Headphones,7,7069,49483,5159.47
2024-08-20,North,Groceries,Rice,5,11745,58725,10637.71
2024-08-21,East,Furniture,Sofa,4,1584,6336,754.14
2024-08-21,South,Stationery,Notebook,3,11058,33174,7189.19
2024-08-22,West,Clothing,Jacket,2,5033,10066,1747.01
2024-08-22,South,Stationery,Pen,7,11284,78988,19623.33
2024-08-22,North,Electronics,Laptop,6,10119,60714,18395.79
2024-08-22,North,Stationery,Notebook,8,722,5776,1936.3
2024-08-23,East,Electronics,Smartwatch,9,13524,121716,21294.38
2024-08-23,North,Furniture,Table,8,3730,29840,9892.02
2024-08-24,South,Furniture,Chair,8,13106,104848,17777.04
2024-08-24,South,Electronics,Mobile,9,12862,115758,33742.2
2024-08-24,East,Stationery,Marker,6,19104,114624,39236.35
2024-08-25,North,Furniture,Bookshelf,2,5917,11834,3643.68
2024-08-25,West,Stationery,Files,6,3289,19734,2927.6
2024-08-26,South,Stationery,Notebook,5,9198,45990,5193.77
2024-08-26,West,Furniture,Bookshelf,4,6077,24308,5183.91
2024-08-27,North,Stationery,Pen,8,5599,44792,11126.4
2024-08-28,West,Groceries,Rice,4,18341,73364,6734.77
2024-08-28,East,Electronics,Headphones,3,10986,32958,10040.0
2024-08-30,North,Furniture,Chair,8,14906,119248,8347.92
2024-08-31,West,Electronics,Laptop,2,11373,22746,3941.42
2024-08-31,West,Groceries,Beverages,4,14051,56204,4196.75
2024-09-01,West,Clothing,Shirt,3,5429,16287,877.37
2024-09-01,East,Clothing,Shirt,1,18487,18487,4041.66
2024-09-01,South,Furniture,Chair,5,6513,32565,5289.89
2024-09-01,North,Electronics,Headphones,6,4092,24552,3092.9
2024-09-02,East,Stationery,Files,1,1925,1925,299.27
2024-09-02,East,Clothing,Shoes,8,8262,66096,19608.26
2024-09-02,North,Groceries,Snacks,9,12413,111717,10025.56
2024-09-02,East,Stationery,Pen,7,17059,119413,8039.16
2024-09-02,East,Stationery,Pen,3,18425,55275,17141.98
2024-09-03,West,Stationery,Pen,4,12982,51928,6211.21
2024-09-03,South,Clothing,Jacket,7,12191,85337,16219.44
2024-09-03,North,Clothing,Shirt,3,10792,32376,1904.01
2024-09-03,West,Furniture,Chair,7,19594,137158,8578.75
2024-09-03,East,Stationery,Files,2,17206,34412,8731.01
2024-09-04,East,Groceries,Rice,9,10609,95481,24849.91
2024-09-04,South,Groceries,Oil,9,8675,78075,18601.05
2024-09-04,South,Groceries,Beverages,2,13760,27520,5727.33
2024-09-05,West,Groceries,Rice,9,10915,98235,20218.66
2024-09-05,North,Clothing,Jeans,4,1311,5244,1090.52
2024-09-06,West,Groceries,Snacks,8,1034,8272,1383.15
2024-09-06,South,Stationery,Marker,3,13455,40365,2791.64
2024-09-07,North,Groceries,Snacks,9,16356,147204,11116.39
2024-09-07,East,Furniture,Sofa,3,13850,41550,11330.19
2024-09-07,East,Clothing,Jacket,2,15423,30846,5054.14
2024-09-08,East,Clothing,Jacket,7,909,6363,1257.5
2024-09-08,South,Clothing,Jeans,9,5651,50859,6502.96
2024-09-09,East,Stationery,Notebook,4,10898,43592,6893.12
2024-09-09,North,Clothing,Jeans,4,2963,11852,845.44
2024-09-09,East,Groceries,Snacks,8,13213,105704,12772.74
2024-09-09,North,Electronics,Headphones,1,15725,15725,5323.36
2024-09-10,South,Clothing,Shoes,9,16682,150138,51362.08
2024-09-10,West,Clothing,Shoes,1,18161,18161,3620.28
2024-09-11,West,Furniture,Sofa,7,17061,119427,14715.7
2024-09-13,North,Furniture,Table,8,6966,55728,12833.44
2024-09-13,West,Stationery,Pen,6,13559,81354,14356.24
2024-09-14,North,Groceries,Snacks,5,9149,45745,9673.51
2024-09-14,West,Clothing,Jeans,9,1956,17604,1126.75
2024-09-14,North,Furniture,Sofa,5,4697,23485,3516.36
2024-09-15,East,Furniture,Bookshelf,2,17715,35430,12014.51
2024-09-15,North,Groceries,Snacks,1,16759,16759,4138.95
2024-09-16,West,Electronics,Headphones,6,10141,60846,13624.51
2024-09-16,South,Groceries,Oil,8,17127,137016,19108.04
2024-09-16,North,Furniture,Table,1,919,919,303.85
2024-09-16,West,Groceries,Oil,9,12588,113292,27741.01
2024-09-17,West,Electronics,Mobile,4,10555,42220,6023.03
2024-09-17,South,Clothing,Jacket,8,7491,59928,9696.74
2024-09-17,West,Electronics,Smartwatch,8,12788,102304,12389.87
2024-09-17,West,Clothing,Jacket,7,11935,83545,26797.91
2024-09-18,West,Electronics,Smartwatch,1,554,554,133.34
2024-09-20,North,Clothing,Jacket,8,13462,107696,22947.72
2024-09-20,North,Groceries,Snacks,4,7831,31324,5453.3
2024-09-21,South,Furniture,Table,4,8805,35220,2019.85
2024-09-21,South,Groceries,Oil,8,1342,10736,1889.77
2024-09-21,West,Groceries,Beverages,3,18333,54999,15894.35
2024-09-21,South,Clothing,Shoes,6,2921,17526,1758.64
2024-09-22,East,Stationery,Marker,6,3194,19164,6034.71
2024-09-22,South,Clothing,Shoes,8,19583,156664,29056.42
2024-09-23,East,Stationery,Files,3,2831,8493,2376.41
2024-09-23,South,Clothing,Shoes,8,444,3552,285.02
2024-09-24,West,Clothing,Shoes,9,4461,40149,10838.06
2024-09-24,South,Groceries,Oil,5,1678,8390,2127.26
2024-09-24,East,Furniture,Table,7,5611,39277,3594.6
2024-09-25,South,Electronics,Laptop,6,10555,63330,16003.42
2024-09-25,East,Furniture,Sofa,1,12838,12838,1661.81
2024-09-25,East,Electronics,Smartwatch,9,6429,57861,4947.32
2024-09-26,East,Furniture,Chair,4,19556,78224,23086.91
2024-09-27,South,Groceries,Beverages,2,19821,39642,9562.47
2024-09-27,North,Furniture,Table,6,12267,73602,7836.38
2024-09-27,West,Stationery,Notebook,9,7324,65916,12973.44
2024-09-28,East,Furniture,Table,8,10687,85496,6061.01
2024-09-28,East,Furniture,Table,1,13797,13797,900.34
2024-09-28,North,Groceries,Snacks,9,3630,32670,6754.71
2024-09-28,South,Furniture,Table,1,19941,19941,6976.7
2024-09-29,South,Clothing,Shoes,8,9629,77032,17009.68
2024-09-29,South,Electronics,Headphones,4,11172,44688,5954.98
2024-09-29,West,Groceries,Oil,4,15085,60340,17956.97
2024-09-29,South,Groceries,Rice,3,16287,48861,3969.53
2024-09-29,West,Electronics,Mobile,9,17949,161541,22501.14
2024-09-29,North,Clothing,Shirt,3,5895,17685,2690.16
2024-09-30,West,Furniture,Bookshelf,5,756,3780,560.77
2024-09-30,West,Furniture,Bookshelf,9,13537,121833,25003.76
2024-09-30,South,Clothing,Shoes,5,17123,85615,22599.11
2024-10-01,East,Furniture,Bookshelf,5,10694,53470,9015.41
2024-10-01,West,Clothing,Shirt,3,4559,13677,4627.02
2024-10-02,South,Groceries,Oil,6,10272,61632,16537.67
2024-10-02,West,Furniture,Table,4,13270,53080,4999.22
2024-10-03,North,Electronics,Laptop,6,10157,60942,12940.94
2024-10-03,West,Groceries,Beverages,8,13646,109168,29069.47
2024-10-03,West,Electronics,Headphones,4,15902,63608,21093.42
2024-10-03,South,Groceries,Beverages,1,18299,18299,5885.1
2024-10-03,East,Furniture,Sofa,5,17389,86945,17248.09
2024-10-03,East,Electronics,Smartwatch,1,8196,8196,1637.22
2024-10-03,West,Clothing,Shirt,3,13126,39378,6195.2
2024-10-03,South,Electronics,Smartwatch,6,6596,39576,7107.2
2024-10-04,North,Stationery,Marker,1,11654,11654,2990.75
2024-10-04,South,Electronics,Laptop,2,3122,6244,1721.47
2024-10-04,North,Electronics,Mobile,7,17124,119868,6102.03
2024-10-05,West,Groceries,Beverages,2,16358,32716,2025.56
2024-10-05,West,Clothing,Shirt,9,212,1908,140.35
2024-10-06,South,Electronics,Smartwatch,2,17801,35602,8960.27
2024-10-06,North,Stationery,Marker,2,13483,26966,4598.61
2024-10-07,East,Clothing,Shirt,8,10650,85200,4480.3
2024-10-08,East,Clothing,Jacket,9,1231,11079,1212.15
2024-10-09,North,Groceries,Beverages,1,13574,13574,1592.17
2024-10-09,South,Furniture,Table,9,14396,129564,30567.3
2024-10-09,North,Furniture,Sofa,5,260,1300,202.98
2024-10-09,West,Electronics,Mobile,3,8950,26850,8349.85
2024-10-10,East,Stationery,Marker,1,13239,13239,1140.47
2024-10-11,East,Groceries,Rice,9,16622,149598,31132.43
2024-10-11,South,Groceries,Oil,1,5041,5041,1499.86
2024-10-12,East,Clothing,Shirt,9,6469,58221,17913.42
2024-10-12,West,Groceries,Beverages,3,10560,31680,7910.96
2024-10-12,South,Stationery,Files,6,5095,30570,2699.76
2024-10-13,East,Clothing,Shirt,2,6688,13376,902.2
2024-10-13,West,Stationery,Pen,7,11869,83083,22889.6
2024-10-13,South,Stationery,Notebook,2,3501,7002,826.38
2024-10-13,East,Clothing,Jeans,6,16853,101118,15093.56
2024-10-13,South,Furniture,Chair,4,14358,57432,7425.38
2024-10-14,West,Electronics,Mobile,4,9481,37924,2767.95
2024-10-14,South,Stationery,Marker,8,12914,103312,35735.46
2024-10-15,North,Electronics,Smartwatch,2,6371,12742,3400.13
2024-10-15,South,Groceries,Snacks,1,5117,5117,1528.96
2024-10-15,West,Electronics,Smartwatch,6,9492,56952,13846.81
2024-10-15,South,Furniture,Table,5,4843,24215,6554.83
2024-10-16,East,Groceries,Snacks,1,13342,13342,3652.5
2024-10-16,East,Clothing,Shoes,8,5886,47088,15154.49
2024-10-16,South,Furniture,Bookshelf,9,14227,128043,21861.29
2024-10-16,West,Clothing,Jacket,9,8276,74484,23673.9
2024-10-17,East,Stationery,Pen,1,12106,12106,2495.49
2024-10-17,North,Groceries,Snacks,9,7410,66690,12120.19
2024-10-17,South,Electronics,Smartwatch,7,17556,122892,42655.78
2024-10-18,North,Clothing,Jacket,9,15282,137538,23976.85
2024-10-18,West,Electronics,Smartwatch,3,12350,37050,9962.88
2024-10-19,East,Furniture,Sofa,8,14382,115056,9404.85
2024-10-19,North,Groceries,Oil,1,6462,6462,758.71
2024-10-19,North,Electronics,Smartwatch,5,14486,72430,12916.58
2024-10-19,East,Groceries,Beverages,9,2886,25974,5384.27
2024-10-20,South,Stationery,Files,7,9861,69027,3699.91
2024-10-20,South,Groceries,Rice,2,2858,5716,418.89
2024-10-21,East,Furniture,Chair,5,16010,80050,8909.16
2024-10-21,North,Furniture,Bookshelf,3,3458,10374,3017.91
2024-10-21,South,Furniture,Sofa,6,13584,81504,10310.35
2024-10-22,North,Stationery,Notebook,7,14636,102452,33152.22
2024-10-22,South,Clothing,Shoes,2,19738,39476,8840.02
2024-10-22,West,Groceries,Rice,4,9624,38496,12387.89
2024-10-23,North,Stationery,Marker,6,8354,50124,17298.47
2024-10-23,North,Clothing,Jacket,5,3676,18380,1831.68
2024-10-24,South,Clothing,Jeans,9,7547,67923,11098.5
2024-10-24,East,Groceries,Beverages,4,13982,55928,16692.48
2024-10-25,North,Stationery,Files,8,6675,53400,15556.08
2024-10-25,North,Groceries,Oil,4,3559,14236,3030.94
2024-10-26,South,Furniture,Chair,9,14118,127062,44030.32
2024-10-27,North,Groceries,Snacks,9,282,2538,856.0
2024-10-28,East,Stationery,Marker,1,390,390,55.27
2024-10-29,East,Electronics,Headphones,4,13972,55888,6773.36
2024-10-29,East,Electronics,Smartwatch,8,4640,37120,9534.57
2024-10-29,West,Electronics,Headphones,9,3283,29547,4558.26
2024-10-29,West,Furniture,Bookshelf,7,9927,69489,18373.5
2024-10-29,West,Clothing,Shirt,6,10228,61368,6262.24
2024-10-30,South,Furniture,Chair,4,18097,72388,14274.5
2024-10-30,South,Groceries,Oil,6,10718,64308,21970.83
2024-10-30,North,Stationery,Notebook,8,7208,57664,13506.48
2024-10-30,West,Groceries,Beverages,6,7366,44196,6219.89
2024-10-30,South,Stationery,Marker,8,15619,124952,26262.23
2024-10-31,North,Clothing,Jacket,5,10323,51615,7992.68
2024-10-31,East,Clothing,Shirt,6,18640,111840,37003.79
2024-10-31,West,Furniture,Table,7,4982,34874,1903.88
2024-11-01,North,Groceries,Rice,9,3136,28224,1911.66
2024-11-01,North,Groceries,Snacks,1,17955,17955,1948.17
2024-11-01,East,Electronics,Headphones,9,8231,74079,7574.97
2024-11-01,East,Clothing,Jeans,1,3947,3947,1360.3
2024-11-01,South,Furniture,Table,3,10409,31227,4823.84
2024-11-01,North,Stationery,Marker,8,3601,28808,9254.11
2024-11-01,East,Groceries,Beverages,7,13640,95480,25532.2
2024-11-02,North,Furniture,Table,6,984,5904,1351.16
2024-11-02,West,Clothing,Shoes,8,19139,153112,44074.26
2024-11-02,East,Furniture,Table,9,18910,170190,40212.25
2024-11-02,West,Groceries,Rice,4,19276,77104,14629.02
2024-11-03,South,Stationery,Pen,4,4919,19676,5336.27
2024-11-04,South,Clothing,Shoes,5,1751,8755,589.53
2024-11-04,South,Furniture,Table,6,15092,90552,10630.55
2024-11-04,North,Groceries,Snacks,5,15679,78395,22547.45
