Date,Sales
2025-05-01,1002.01
2025-05-02,1202.1
2025-05-03,1014.1
2025-05-04,1184.11
2025-05-05,1303.79
2025-05-06,1041.66
2025-05-07,1053.75
2025-05-08,759.23
2025-05-09,954.81
2025-05-10,890.04
2025-05-11,884.79
2025-05-12,1042.83
2025-05-13,964.44
2025-05-14,762.84
2025-05-15,823.12
2025-05-16,751.2
2025-05-17,1114.77
2025-05-18,979.24
2025-05-19,1073.97
2025-05-20,984.94
2025-05-21,688.45
2025-05-22,796.05
2025-05-23,854.56
2025-05-24,847.71
2025-05-25,1047.27
2025-05-26,1005.61
2025-05-27,670.09
2025-05-28,822.46
2025-05-29,307.72
2025-05-30,662.4
2025-05-31,627.42
2025-06-01,645.13
2025-06-02,795.06
2025-06-03,628.67
2025-06-04,688.99
2025-06-05,527.61
2025-06-06,389.16
2025-06-07,489.2
2025-06-08,693.7
2025-06-09,989.36
2025-06-10,693.91
2025-06-11,678.45
2025-06-12,635.19
2025-06-13,553.83
2025-06-14,601.62
2025-06-15,803.49
2025-06-16,879.83
2025-06-17,782.43
2025-06-18,358.68
2025-06-19,346.27
2025-06-20,412.46
2025-06-21,768.09
2025-06-22,758.94
2025-06-23,596.04
2025-06-24,641.67
2025-06-25,577.94
2025-06-26,447.76
2025-06-27,496.17
2025-06-28,570.12
2025-06-29,697.15
2025-06-30,545.08
2025-07-01,691.74
2025-07-02,485.19
2025-07-03,430.14
2025-07-04,469.28
2025-07-05,617.28
2025-07-06,758.15
2025-07-07,358.16
2025-07-08,796.6
2025-07-09,175.56
2025-07-10,236.59
2025-07-11,542.44
2025-07-12,546.21
2025-07-13,734.17
2025-07-14,798.28
2025-07-15,496.0
2025-07-16,604.61
2025-07-17,287.89
2025-07-18,298.44
2025-07-19,443.92
2025-07-20,489.85
2025-07-21,557.3
2025-07-22,413.11
2025-07-23,385.29
2025-07-24,218.35
2025-07-25,233.35
2025-07-26,572.34
2025-07-27,623.2
2025-07-28,498.24
2025-07-29,832.12
2025-07-30,365.58
2025-07-31,393.54
2025-08-01,558.2
2025-08-02,433.88
2025-08-03,313.71
2025-08-04,815.86
2025-08-05,912.26
2025-08-06,542.29
2025-08-07,183.84
2025-08-08,538.23
2025-08-09,540.34
2025-08-10,702.38
2025-08-11,583.35
2025-08-12,411.04
2025-08-13,382.52
2025-08-14,339.85
2025-08-15,466.72
2025-08-16,366.11
2025-08-17,502.42
2025-08-18,687.12
2025-08-19,698.93
2025-08-20,564.39
2025-08-21,362.87
2025-08-22,467.37
2025-08-23,634.69
2025-08-24,689.93
2025-08-25,531.23
2025-08-26,700.53
2025-08-27,573.3
2025-08-28,472.67
2025-08-29,575.58
2025-08-30,685.42
2025-08-31,792.6
2025-09-01,976.74
2025-09-02,651.44
2025-09-03,665.37
2025-09-04,481.78
2025-09-05,457.17
2025-09-06,850.39
2025-09-07,886.97
2025-09-08,946.34
2025-09-09,949.35
2025-09-10,830.87
2025-09-11,558.25
2025-09-12,396.15
2025-09-13,786.34
2025-09-14,835.84
2025-09-15,889.13
2025-09-16,1101.74
2025-09-17,729.5
2025-09-18,666.25
2025-09-19,841.62
2025-09-20,875.34
2025-09-21,916.85
2025-09-22,1290.53
2025-09-23,847.55
2025-09-24,928.05
2025-09-25,844.02
2025-09-26,1015.59
2025-09-27,849.3
2025-09-28,1113.9
2025-09-29,1109.27
2025-09-30,897.2
2025-10-01,944.43
2025-10-02,847.02
2025-10-03,970.5
2025-10-04,1011.73
2025-10-05,1156.77
2025-10-06,1386.06
2025-10-07,1398.58
2025-10-08,1157.1
2025-10-09,1037.0
2025-10-10,869.32
2025-10-11,1071.2
2025-10-12,1398.92
2025-10-13,1427.97
2025-10-14,1260.89
2025-10-15,1283.53
2025-10-16,968.14
2025-10-17,999.66
2025-10-18,1119.37
2025-10-19,1462.55
2025-10-20,1419.34
2025-10-21,1373.25
2025-10-22,1316.12
2025-10-23,1252.55
2025-10-24,1028.74
2025-10-25,1378.54
2025-10-26,1634.87
2025-10-27,1552.43
2025-10-28,1481.4
2025-10-29,1630.82
2025-10-30,1181.61
2025-10-31,1319.58
2025-11-01,1416.74
2025-11-02,1631.09
2025-11-03,1556.26
2025-11-04,1563.28
2025-11-05,1404.75
2025-11-06,1502.62
2025-11-07,1505.29
2025-11-08,1730.69
2025-11-09,1750.94
2025-11-10,1649.03
2025-11-11,1668.96
2025-11-12,1549.3
2025-11-13,1415.02
2025-11-14,1673.52
2025-11-15,1561.81
2025-11-16,1760.07
2025-11-17,1809.1
2025-11-18,1499.23
2025-11-19,1641.54
2025-11-20,1788.42
2025-11-21,1704.75
2025-11-22,1711.53
2025-11-23,1689.76
2025-11-24,1866.28
2025-11-25,2037.66
2025-11-26,1680.01
2025-11-27,1570.9
2025-11-28,1533.37
2025-11-29,1815.91
2025-11-30,1916.9
2025-12-01,2110.27
2025-12-02,1899.36
2025-12-03,1905.54
2025-12-04,1656.4
2025-12-05,1974.3
2025-12-06,2109.24
2025-12-07,1949.16
2025-12-08,2068.68
2025-12-09,2180.98
2025-12-10,1933.08
2025-12-11,1931.6
2025-12-12,1876.5
2025-12-13,1854.37
2025-12-14,2110.37
2025-12-15,2287.68
2025-12-16,2353.94
2025-12-17,2135.19
2025-12-18,1933.19
2025-12-19,2018.3
2025-12-20,2143.27
2025-12-21,2333.03
2025-12-22,2259.87
2025-12-23,2339.74
2025-12-24,2011.61
2025-12-25,2002.36
2025-12-26,2047.34
2025-12-27,2062.88
2025-12-28,2240.59
2025-12-29,2293.5
2025-12-30,2264.3
2025-12-31,2004.18
